nor_x	nor_y	nor_z
0.08830198871451028220	0.99609375000000000000	0.00000000000000000000
-0.11255488711127216439	0.98828125000000000000	-0.10310949658400177242
0.01719444877408501937	0.98046875000000000000	0.19592187525846330165
0.14130960694644809084	0.97265625000000000000	-0.18431335903991832859
-0.25880649275704281642	0.96484375000000000000	0.04577922446630407899
0.24467621375015541352	0.95703125000000000000	0.15564297911671359786
-0.08167588962182903423	0.94921875000000000000	-0.30383023829586203179
-0.15545231210611154538	0.94140625000000000000	0.29931396746861244074
0.33659004229656075413	0.93359375000000000000	-0.12292214360210670931
-0.34945773077047098676	0.92578125000000000000	-0.14425107123758393324
0.16811966345229900632	0.91796875000000000000	0.35926195565926993813
0.12398286996912219471	0.91015625000000000000	-0.39527692639484696135
-0.37292084291908755844	0.90234375000000000000	0.21611525108713336429
0.43657936140556991012	0.89453125000000000000	0.09598074790364098663
-0.26588766484331549655	0.88671875000000000000	-0.37819784251447841061
-0.06129889905245038823	0.87890625000000000000	0.47303937329348705321
0.37553194244662096990	0.87109375000000000000	-0.31649871865965795159
-0.50429216868346715685	0.86328125000000000000	-0.02085406442310486219
0.36707045717243386163	0.85546875000000000000	0.36528413221033551039
-0.02450667920405916536	0.84765625000000000000	-0.52997953216169280122
-0.34779500420119374704	0.83984375000000000000	0.41677465210666198026
0.54977470805403916287	0.83203125000000000000	-0.07397140939264021386
-0.46482871106901879621	0.82421875000000000000	-0.32341571006114117059
0.12674566110010146436	0.81640625000000000000	0.56339717105540720876
0.29252499764063266685	0.80859375000000000000	-0.51049512555585219165
-0.57062192965315761128	0.80078125000000000000	0.18204395910698162320
0.55308292240214562696	0.79296875000000000000	0.25553833855321927970
-0.23908674708253843666	0.78515625000000000000	-0.57128555946691650380
-0.21291222783410557184	0.77734375000000000000	0.59195023234614529972
0.56529008031470762141	0.76953125000000000000	-0.29710062331006459324
-0.62650743008494058639	0.76171875000000000000	-0.16514534794174726140
0.35532066638432963090	0.75390625000000000000	0.55260527526538638643
0.11277758467727562464	0.74609375000000000000	-0.65622049084533884411
-0.53326979060145729417	0.73828125000000000000	0.41299409963135713664
0.68061432141926414552	0.73046875000000000000	0.05638750528647393928
-0.46938480430751666761	0.72265625000000000000	-0.50739121969258760281
0.00341130221590349361	0.71484375000000000000	0.69927589412414992154
0.47514530058194232032	0.70703125000000000000	-0.52377834515979493357
-0.71185705849081215568	0.69921875000000000000	0.06597475218025425359
0.57548726596024035729	0.69140625000000000000	0.43677431721490322936
-0.13063344418768299549	0.68359375000000000000	-0.71807693753566614880
-0.39258477272708985906	0.67578125000000000000	0.62385647257302434543
0.71772383880981338589	0.66796875000000000000	-0.19669834830913698887
-0.66826856092189168557	0.66015625000000000000	-0.34294439209487231901
0.26346686418037534860	0.65234375000000000000	0.71065662827760711640
0.28827850634013485465	0.64453125000000000000	-0.70814897483208871787
-0.69680552940246975879	0.63671875000000000000	0.33022914406905595763
0.74297089878154487508	0.62890625000000000000	0.22906586885583984925
-0.39627458277218413629	0.62109375000000000000	-0.67617232179354169741
-0.16583395479138102191	0.61328125000000000000	0.77225980591811693721
0.64882992413012008370	0.60546875000000000000	-0.46089838611861094764
-0.79559759400958329767	0.59765625000000000000	-0.09915379590363551654
0.52340813653766582458	0.58984375000000000000	0.61492135529033775665
0.02963440527162266441	0.58203125000000000000	-0.81262625237413721457
-0.57465807595547757636	0.57421875000000000000	0.58313027951529494697
0.82305101197596630680	0.56640625000000000000	-0.04208315157251434069
-0.63941645939197766513	0.55859375000000000000	-0.52831772061853532474
0.11533198047005539799	0.55078125000000000000	0.82664293920004672245
0.47624123700152648508	0.54296875000000000000	-0.69164963724612293916
-0.82324094161769700850	0.53515624999999988898	0.18942581695836760436
0.73924992780017795280	0.52734375000000000000	0.41882945644184238487
-0.26366565714691891920	0.51953125000000000000	-0.81275316149167997626
-0.35653912487168559764	0.51171875000000011102	0.78168009654472458969
0.79515773994814320513	0.50390625000000011102	-0.33734649814619166452
-0.81845066269482891208	0.49609374999999994449	-0.28987842959650012009
0.40976412447107957160	0.48828125000000011102	0.77050294171721822600
0.21940206217769864239	0.48046874999999994449	-0.84912455822783194925
-0.73890663713780579958	0.47265625000000005551	0.48022187677118205462
0.87332129813119252493	0.46484375000000000000	0.14570586232676513427
-0.54803733970220069871	0.45703125000000011102	-0.70055514473563895717
-0.06942109181226396863	0.44921875000000011102	0.89072062211449365421
0.65570144410387376510	0.44140625000000000000	-0.61254888675193264191
-0.90106557340253290445	0.43359375000000005551	0.00879160905080740226
0.67312202137185117579	0.42578125000000000000	0.60466277501820009377
-0.08824852673506289324	0.41796874999999994449	-0.90416498580321513767
-0.54781764467331151014	0.41015624999999994449	0.72915545583265239937
0.89989535600342074328	0.40234375000000005551	-0.16824938359296931489
-0.78008687180366353964	0.39453124999999994449	-0.48560227060117033826
0.24808399074353543190	0.38671875000000000000	0.88820208395116873046
0.41850649218717927980	0.37890625000000005551	-0.82539830973180450258
-0.86910007019002699646	0.37109374999999988898	0.32703898346623383464
